Route.Number,Seg.Number,Latitude,Longitude,Incident.Date,Time,Day,Road.Name,Crash.Severity,Direction,Light.Condition,Roadway.Type,Surface.Type,Type,Density.Score,DD.Check.Score,Seg.Density.Score,Seg.DD.Check.Score,Den.Top20Rt,Den.Top50Seg,DD.Top20Rt,DD.Top50Seg
651,817,38.07197,-78.462577,7/26/2012,12:00:00 AM,Thu,0 BELVEDERE BLVD @ FREE STATE RD,,,,,,Arrest,0.004443622,0.021917808,0.002325581,0.007305936,No,No,No,No
250,451,38.021302,-78.43132,8/21/2012,12:00:00 AM,Sat,0 RICHMOND RD @ I-64,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
29,158,38.070142,-78.484511,2/23/2013,12:00:00 AM,Mon,0 SEMINOLE TRAIL @ GREENBRIER DR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
29,158,38.102559,-78.460004,4/19/2013,12:00:00 AM,Thu,0 SEMINOLE TR @ POLO GROUNDS RD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
20,21,37.981666,-78.50634,5/2/2013,2:30:00 AM,Mon,0 SCOTTSVILLE RD @ AVON ST,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
643,769,38.11638,-78.45918,6/17/2012,12:00:00 AM,Tue,0 RIO MILLS RD @ TEMPLETON CL,,,,,,Arrest,0.003784422,0.043835616,0.005063291,0.029223744,No,No,No,No
20,21,37.885813,-78.548709,8/22/2014,12:00:00 AM,Sun,0 SCOTTSVILLE RD @ HARRIS CREEK RD,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
630,647,37.839047,-78.66851,8/25/2015,12:00:00 AM,Wed,0 GREEN CREEK RD @ APPLEBERRY LN,,,,,,Arrest,0.027734977,0.029223744,0.006666667,0.007305936,No,No,No,No
20,21,38.033689,-78.455033,6/10/2012,12:50:00 PM,Tue,0 STONEY POINT RD/RICHMOND RD,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
29,158,38.010969,-78.560325,1/16/2010,12:00:00 AM,Mon,0 MONACAN TR/MCCAULEY MTN RD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
29,158,38.113222,-78.452898,4/17/2010,12:00:00 AM,Tue,0 SEMINOLE TR @ ASHWOOD BLVD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
250,451,38.045942,-78.516238,5/1/2010,12:00:00 AM,Sun,0 IVY RD / OLD IVY,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
866,1566,38.073412,-78.48807,5/15/2010,12:00:00 AM,Sun,0 GREENBRIER / COMMONWEALTH DR,,,,,,Arrest,0.002608814,0.116894977,0.001219512,0.03652968,No,Yes,No,No
29,158,38.097066,-78.464677,6/26/2010,12:00:00 AM,Thu,0 SEMINOLE TRAIL / HILTON HEIGHTS,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
631,652,38.072095,-78.460997,9/23/2012,2:14:00 AM,Mon,0 E RIO RD/BELVEDERE BLVD,,,,,,Arrest,0.022779613,1.234703196,0.76,0.277625571,Yes,Yes,Yes,Yes
20,21,38.059735,-78.431788,1/11/2013,12:00:00 AM,Wed,0 STONY POINT RD @ VINCENNES RD,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
6,1,37.812807,-78.547336,5/11/2011,12:00:00 AM,Wed,0 IRISH RD @ WHITE DIAMOND LN,,,,,,Arrest,0.022074779,0.226484018,0.009,0.065753425,Yes,Yes,Yes,Yes
631,652,38.079741,-78.472751,7/24/2015,12:00:00 AM,Tue,0 E RIO RD @ ALBEMARLE SQ,,,,,,Arrest,0.022779613,1.234703196,0.76,0.277625571,Yes,Yes,Yes,Yes
20,21,37.801083,-78.49649,3/28/2015,12:00:00 AM,Sat,0 VALLEY ST @ HARDWARE ST,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
20,21,37.798808,-78.495122,3/12/2016,12:00:00 AM,Thu,0 VALLEY ST @ E MAIN ST,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
743,1279,38.082801,-78.490584,12/8/2012,12:00:00 AM,Sun,0 HYDRAULIC RD @ EARLYSVILLE RD,,,,,,Arrest,0.014030319,0.745205479,0.0021875,0.255707763,Yes,Yes,Yes,Yes
29,158,38.132179,-78.435231,4/23/2013,12:00:00 AM,Mon,0 SEMINOLE TR @ AIRPORT RD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
631,652,38.063949,-78.463346,10/25/2013,11:30:00 PM,Wed,0 E RIO RD @ BELVEDERE BLVD,,,,,,Arrest,0.022779613,1.234703196,0.76,0.277625571,Yes,Yes,Yes,Yes
29,158,38.132179,-78.435231,6/25/2014,12:00:00 AM,Wed,0 SEMINOLE TR @ AIRPORT RD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
1417,2022,38.123249,-78.445516,3/28/2013,12:00:00 AM,Sat,0 SEMINOLE TR AT WOODBROOK DR,,,,,,Arrest,0.00155416,0.051141553,0.00125,0.014611872,No,No,No,No
29,158,38.03653,-78.507807,9/26/2010,2:55:00 PM,Thu,0 BYPASS @ EMMETT ST,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
29,158,38.121215,-78.447297,8/30/2011,12:00:00 AM,Mon,0 SEMINOLE TRL & HOLLYMEAD DR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
250,451,38.045942,-78.516238,2/21/2010,12:00:00 AM,Sat,0 IVY RD/OLD IVY RD,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
250,451,38.00635,-78.380029,5/16/2010,12:00:00 AM,Mon,0 RICHMOND RD/GLENMORE WAY,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
631,652,38.049118,-78.467088,7/5/2010,12:00:00 AM,Thu,0 E RIO RD @ ALWOOD LN,,,,,,Arrest,0.022779613,1.234703196,0.76,0.277625571,Yes,Yes,Yes,Yes
601,493,38.076852,-78.530806,11/28/2010,12:00:00 AM,Sat,0 GARTH RD/INGLESIDE DR,,,,,,Arrest,0.017077528,0.306849315,0.000958904,0.051141553,Yes,Yes,Yes,Yes
1115,1689,38.049849,-78.468744,2/27/2011,12:00:00 AM,Fri,0 BROOKWAY/RIO RD,,,,,,Arrest,0.000666667,0.007305936,0.000666667,0.007305936,No,No,No,No
29,158,38.039831,-78.506636,3/4/2011,5:30:00 AM,Wed,0 29/250 BYPASS & IVY RD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
20,21,37.999824,-78.498421,11/9/2011,12:00:00 AM,Mon,0 SCOTTSVILLE RD/AVON EXT,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
29,158,37.995792,-78.581837,3/17/2013,12:00:00 AM,Tue,0 MONACAN TR/I64,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
250,451,38.020884,-78.430554,5/28/2013,12:00:00 AM,Sat,0 RICHMOND RD/I64,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
29,158,38.05536,-78.576895,7/21/2013,12:00:00 AM,Sat,0 BYPASS/IVY RD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
20,21,38.165506,-78.375052,11/17/2013,3:00:00 PM,Tue,0 STONY POINT RD/GILBERT STATION RD,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
29,158,38.09692,-78.459651,8/14/2015,8:00:00 AM,Sat,0 MONACAN TR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
1533,2258,37.999331,-78.525967,10/13/2013,12:00:00 AM,Fri,0 HICKORY ST @ BITTERNUT LN,,,,,,Arrest,0.1625,0.094977169,0,0.094977169,Yes,No,No,Yes
22,103,38.020139,-78.369147,12/31/2013,12:00:00 AM,Tue,0 LOUISA RD @ HUNT CLUB RD,,,,,,Arrest,0.005519566,0.219178082,0.001058824,0.065753425,No,Yes,Yes,Yes
29,158,38.074031,-78.481024,7/19/2014,6:00:00 AM,Thu,0 PREMIER CL & SEMINOLE TR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
743,1279,38.071201,-78.499088,8/12/2014,12:00:00 AM,Thu,0 HYDRAULIC RD @ GEORGETOWN RD,,,,,,Arrest,0.014030319,0.745205479,0.0021875,0.255707763,Yes,Yes,Yes,Yes
29,158,38.026851,-78.527629,7/20/2013,12:00:00 AM,Fri,0 29/250 BYP @ FONTAINE AV,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
1565,2293,38.112527,-78.477611,4/5/2011,12:00:00 AM,Thu,0 EARLYSVILLE RD & BRADFORD LN,,,,,,Arrest,0.016666667,0.014611872,0.016666667,0.014611872,No,No,No,No
29,158,38.062215,-78.491635,7/10/2011,12:00:00 AM,Tue,0 SEMINOLE TR @ HYDRAULIC RD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
20,21,37.993966,-78.488125,2/26/2012,12:00:00 AM,Thu,0 SCOTTSVILLE RD @ MILL CREEK DR,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
29,158,38.057227,-78.501901,3/1/2012,12:00:00 AM,Sun,0 29/250 BYPASS @ BARRACKS RD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
29,158,38.087917,-78.470486,3/18/2012,12:00:00 AM,Wed,0 SEMINOLE TR @ WOODBROOK DR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
1720,2439,38.120645,-78.433863,4/6/2012,4:00:00 AM,Fri,0 TIMBERWOOD PKWY @ AMBERFIELD DR,,,,,,Arrest,0.000697032,0.007305936,0.000588235,0.007305936,No,No,No,No
1577,2311,38.163804,-78.419136,4/14/2012,7:30:00 AM,Sat,0 WHITNEY CT @ BRIARWOOD DR,,,,,,Arrest,0.01143695,0.021917808,0.003703704,0.014611872,No,No,No,No
29,158,38.102605,-78.460232,5/13/2012,12:00:00 AM,Fri,0 SEMINOLE TR @ RIO MILLS RD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
1501,2195,38.134244,-78.444248,6/16/2012,12:00:00 AM,Mon,0 DEERWOOD DR @ LUPINE LN,,,,,,Arrest,0.00310192,0.021917808,0.001612903,0.007305936,No,No,No,No
29,158,38.129698,-78.437942,9/29/2012,12:00:00 AM,Sun,0 SEMINOLE TR @ TIMBERWOOD BLVD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
29,158,38.125811,-78.44266,10/16/2012,12:00:00 AM,Mon,0 SEMINOLE TRL @ TOWNCENTER DR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
29,158,38.148995,-78.423993,4/10/2014,12:00:00 AM,Tue,0 SEMINOLE TR @ LEWIS & CLARK DR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
1427,2052,38.074554,-78.473313,9/19/2013,8:15:00 PM,Thu,0 HILLSDALE DR/MALL DR,,,,,,Arrest,0.001874583,0.043835616,0.000294118,0.014611872,No,No,No,No
29,158,38.164262,-78.414284,12/24/2014,12:00:00 AM,Tue,0 SEMINOLE TR @ AUSTIN DR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
22,103,38.053873,-78.318485,9/23/2016,12:00:00 AM,Mon,0 5400X LOUSA RD,,,,,,Arrest,0.005519566,0.219178082,0.001058824,0.065753425,No,Yes,Yes,Yes
29,158,38.012312,-78.552186,4/2/2010,4:00:00 AM,Mon,0 MONACAN TR @ HICKORY HILL,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
743,1279,38.071201,-78.499088,5/15/2011,12:00:00 AM,Sun,0 HYDRAULIC @ GEORGETOWN GREEN,,,,,,Arrest,0.014030319,0.745205479,0.0021875,0.255707763,Yes,Yes,Yes,Yes
743,1279,38.075432,-78.498112,11/20/2011,12:00:00 AM,Fri,0 HYDRAULIC RD @ LAMBS RD,,,,,,Arrest,0.014030319,0.745205479,0.0021875,0.255707763,Yes,Yes,Yes,Yes
29,158,38.083951,-78.472827,11/27/2011,3:19:00 AM,Fri,0 SEMIOLE TR @ E RIO RD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
1000,1584,38.010913,-78.397198,3/1/2012,12:00:00 AM,Sun,0 STONE ROBINSON,,,,,,Arrest,0.003409091,0.021917808,0.003409091,0.021917808,No,No,No,No
1150,1743,37.996705,-78.48866,3/4/2012,12:00:00 AM,Wed,0 MILL CREEK @ MIDDLEBROOK DR,,,,,,Arrest,0.001122707,0.029223744,0.006779661,0.029223744,No,No,No,No
22,103,38.020139,-78.369147,3/9/2012,4:00:00 AM,Mon,0 LOUISA RD @ HUNT CLUB RD,,,,,,Arrest,0.005519566,0.219178082,0.001058824,0.065753425,No,Yes,Yes,Yes
729,1229,38.005727,-78.402335,3/10/2012,6:33:00 AM,Tue,0 MILTON RD N @ MILTON RD,,,,,,Arrest,0.011018371,0.226484018,0.004166667,0.03652968,Yes,Yes,Yes,No
743,1279,38.079945,-78.494346,3/18/2012,12:00:00 AM,Wed,0 HYDRAULIC @ WEBLANDS,,,,,,Arrest,0.014030319,0.745205479,0.0021875,0.255707763,Yes,Yes,Yes,Yes
1213,1874,38.012375,-78.526524,4/10/2012,4:30:00 AM,Tue,0 SUNSET AV EXT @ SWAN RIDGE,,,,,,Arrest,0.038461538,0.073059361,0.038461538,0.073059361,No,Yes,No,Yes
250,451,38.03378,-78.453102,4/26/2012,4:28:00 AM,Thu,0 RICHMOND RD @ PEOPLE PL,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
782,1381,38.02063,-78.526349,4/29/2012,10:00:00 AM,Sun,0 STRIBLING AV @ NOB HILL,,,,,,Arrest,0.063922943,0.03652968,0.016666667,0.007305936,No,No,No,No
20,21,37.99608,-78.486067,9/16/2012,12:00:00 AM,Mon,0 SCOTTSVILLE RD @ STONE CREEK LN,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
631,652,38.014416,-78.500158,10/20/2012,12:00:00 AM,Fri,0 5TH ST @ HARRIS ST,,,,,,Arrest,0.022779613,1.234703196,0.76,0.277625571,Yes,Yes,Yes,Yes
20,21,38.257906,-78.489798,1/6/2013,12:00:00 AM,Fri,0 VALLEY ST @ MOUNTAIN VISTA,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
250,451,38.052172,-78.702623,5/23/2013,12:00:00 AM,Mon,0 ROCKFISH GAP @ BROWNSVILLE ES,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
627,624,37.958383,-78.467772,4/12/2014,12:00:00 AM,Thu,0 CARTERS MOUNTAIN @ JAMES MONROE,,,,,,Arrest,0.029451897,0.058447489,0.025,0.007305936,No,No,No,No
671,939,38.204968,-78.579261,10/3/2011,12:00:00 AM,Tue,0 DAVIS SHOP RD @ FREE UNION RD,,,,,,Arrest,0.014345404,0.029223744,0.001234568,0.007305936,No,No,No,No
20,21,38.00541,-78.479986,1/15/2016,12:00:00 AM,Sun,0 SCOTTSVILLE RD @ COLLEGE DR,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
250,451,38.039831,-78.506636,2/5/2016,12:00:00 AM,Thu,0 250 BYP OFF RAMP & IVY RD,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
250,451,38.051145,-78.555706,5/18/2016,12:00:00 AM,Wed,0 IVY RD @ BROOMLEY RD,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
631,652,38.006338,-78.514447,6/6/2016,2:51:00 AM,Fri,0 5TH ST @ STAGECOACH RD,,,,,,Arrest,0.022779613,1.234703196,0.76,0.277625571,Yes,Yes,Yes,Yes
620,600,37.958383,-78.467772,4/19/2015,12:00:00 AM,Thu,0 ROLLING RD/CARTERS MTN RD,,,,,,Arrest,0.003333333,0.03652968,0.000666667,0.007305936,No,No,No,No
715,1182,37.844125,-78.603336,5/31/2015,12:00:00 AM,Tue,0 ESMONT RD & ALBERENE RD,,,,,,Arrest,0.016878163,0.087671233,0.003571429,0.007305936,Yes,No,No,No
631,652,37.942833,-78.585229,2/21/2016,12:00:00 AM,Sat,0 OLD LYNCHBURG RD & RED HILL RD,,,,,,Arrest,0.022779613,1.234703196,0.76,0.277625571,Yes,Yes,Yes,Yes
696,1102,37.97767,-78.681134,7/27/2016,12:00:00 AM,Fri,0 PLANK RD & EDGE VALLEY RD,,,,,,Arrest,0.008333333,0.007305936,0.008333333,0.007305936,No,No,No,No
1737,2480,38.121018,-78.429715,2/13/2011,12:44:00 AM,Fri,0 WATERCREST DR @ WATERFORD WAY,,,,,,Arrest,0.002599179,0.007305936,0.003030303,0.007305936,No,No,No,No
231,303,38.124507,-78.219007,11/9/2014,12:00:00 AM,Mon,0 GORDONSVILLE RD @ KLOCKNER RD,,,,,,Arrest,0.0018,0.065753425,0.0002,0.007305936,No,No,No,No
20,21,37.849629,-78.549096,9/11/2016,2:30:00 AM,Wed,0 SCOTTSVILLE RD @ RIDING CLUB RD,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
866,1566,38.074246,-78.490122,2/17/2012,7:31:00 AM,Tue,0 GREENBRIER DR & WHITEWOOD RD,,,,,,Arrest,0.002608814,0.116894977,0.001219512,0.03652968,No,Yes,No,No
631,652,38.005306,-78.52,4/6/2011,12:00:00 AM,Fri,0 5TH ST EXT @ OLD LYNCHBURG RD,,,,,,Arrest,0.022779613,1.234703196,0.76,0.277625571,Yes,Yes,Yes,Yes
20,21,38.003785,-78.480912,4/15/2011,12:00:00 AM,Sun,0 SCOTTSVILLE RD @ THOMAS JEFFERSON PKWY,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
1213,1874,38.006296,-78.527763,5/31/2011,12:00:00 AM,Tue,0 SUNSET AVE EXT @ COUNTRY GREENE,,,,,,Arrest,0.038461538,0.073059361,0.038461538,0.073059361,No,Yes,No,Yes
6,1,37.823998,-78.618903,7/11/2011,12:00:00 AM,Wed,0 IRISH RD @ CHESTNUT GROVE RD,,,,,,Arrest,0.022074779,0.226484018,0.009,0.065753425,Yes,Yes,Yes,Yes
20,21,38.003785,-78.480912,3/17/2012,12:00:00 AM,Tue,0 SCOTTSVILLE RD @ THOMAS JEFFERSON PKWY,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
250,451,38.038578,-78.752008,4/19/2012,12:00:00 AM,Thu,0 ROCKFISH GAP TNPK @ GREENWOOD STATION RD,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
250,451,38.009146,-78.378735,4/25/2012,12:00:00 AM,Wed,0 RICHMOND RD @ GLENMORE WAY,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
772,1365,38.013047,-78.469279,11/12/2012,2:37:00 PM,Thu,0 64 WEST,,,,,,Arrest,0.028571429,0.014611872,0.028571429,0.014611872,No,No,No,No
20,21,37.864976,-78.555244,3/16/2013,1:06:00 AM,Mon,0 SCOTTSVILLE RD @ PLANK RD,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
250,451,38.044024,-78.723272,3/28/2013,12:00:00 AM,Sat,0 ROCKFISH GAP TNPK @ I64,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
29,158,37.956766,-78.659226,4/10/2013,12:00:00 AM,Tue,0 MONACAN TR RD @ PLANK RD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
250,451,38.030322,-78.443434,5/5/2013,12:00:00 AM,Thu,0 RICHMOND RD @ ROLKIN RD,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
1533,2258,37.999283,-78.520072,5/19/2013,12:00:00 AM,Thu,0 HICKORY ST AT IRIS CT,,,,,,Arrest,0.1625,0.094977169,0,0.094977169,Yes,No,No,Yes
29,158,37.873385,-78.71704,9/8/2013,10:17:00 PM,Sun,0 MONACAN TR RD/FABER RD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
250,451,38.015483,-78.41194,10/6/2013,12:00:00 AM,Fri,0 RICHMOND RD @ VDOT WAY,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
250,451,38.021302,-78.43132,10/27/2013,12:00:00 AM,Fri,0 RICHMOND RD @ I64,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
713,1173,37.836288,-78.542332,12/15/2013,12:00:00 AM,Sun,0 DYERS MILL LN & SCOTTSVILLE RD,,,,,,Arrest,0.02886076,0.029223744,0.025,0.007305936,No,No,No,No
6,1,37.819086,-78.693441,2/8/2014,12:00:00 AM,Sun,0 IRISH RD @ GREEN CREEK RD,,,,,,Arrest,0.022074779,0.226484018,0.009,0.065753425,Yes,Yes,Yes,Yes
631,652,38.014416,-78.500158,7/5/2014,12:00:00 AM,Thu,0 5TH ST & HARRIS RD,,,,,,Arrest,0.022779613,1.234703196,0.76,0.277625571,Yes,Yes,Yes,Yes
20,21,38.009339,-78.480065,9/20/2014,12:00:00 AM,Fri,0 SCOTTSVILLE RD @ I64,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
250,451,38.034117,-78.457572,3/18/2015,12:00:00 AM,Wed,0 RICHMOND RD @ FREEBRIDGE LN,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
250,451,38.013924,-78.39654,7/24/2015,3:06:00 PM,Tue,0 RICHMOND RD @ LOUISA RD,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
1204,1851,38.034917,-78.459536,8/20/2015,12:00:00 AM,Fri,0 HIGH ST & LONG ST,,,,,,Arrest,0.002521671,0.029223744,0.000555556,0.007305936,No,No,No,No
29,158,37.917112,-78.684477,8/22/2015,12:00:00 AM,Sun,0 MONACAN TR RD & SOUTH FORK DR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
1411,1998,38.064415,-78.497993,10/2/2015,12:00:00 AM,Mon,0 N BERKSHIRE AV & INGLEWOOD DR,,,,,,Arrest,0.01247613,0.058447489,0.003448276,0.021917808,No,No,No,No
29,158,38.091947,-78.4679,10/21/2015,12:00:00 AM,Sat,0 SEMINOLE TR & GANDER DR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
29,158,38.079633,-78.475713,12/10/2015,12:00:00 AM,Tue,0 SEMINOLE TR @ FASHION SQ DR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
20,21,37.960356,-78.522696,1/9/2016,12:00:00 AM,Mon,0 SCOTTSVILLE RD @ MARSHALL CT,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
866,1566,38.070142,-78.484511,7/14/2016,12:00:00 AM,Sat,0 GREENBRIER DR @ SEMINOLE TR,,,,,,Arrest,0.002608814,0.116894977,0.001219512,0.03652968,No,Yes,No,No
250,451,38.009146,-78.378735,10/23/2016,6:40:00 PM,Mon,0 RICHMOND RD @ GLENMORE WAY,,,,,,Arrest,0.016825849,1.928767123,0.007682927,0.460273973,Yes,No,Yes,Yes
1140,1726,38.031765,-78.455442,4/21/2012,12:00:00 AM,Sat,0 PANTOPS CTR @ RIVERBEND DR,,,,,,Arrest,0.001895402,0.073059361,0.000178571,0.007305936,No,No,No,No
856,1557,37.960199,-78.647031,7/24/2012,11:46:00 AM,Tue,0 BURTON LN @ BURTON RD,,,,,,Arrest,0.007692308,0.007305936,0.007692308,0.007305936,No,No,No,No
1533,2258,37.999094,-78.524763,2/1/2011,12:00:00 AM,Sun,0 HICKORY ST @ DAWN ST,,,,,,Arrest,0.1625,0.094977169,0,0.094977169,Yes,No,No,Yes
29,158,38.09362,-78.466943,2/6/2011,12:00:00 AM,Fri,0 SEMINOLE TR @ CARRSBROOK DR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
852,1535,38.06911,-78.493722,7/2/2011,12:00:00 AM,Mon,0 COMMONWEALTH DR @ NORTHWEST DR,,,,,,Arrest,0.005086563,0.087671233,0.083333333,0.029223744,No,No,No,No
20,21,38.003785,-78.480912,2/11/2012,12:00:00 AM,Wed,0 SCOTTSVILLE RD @ THOMAS JEFFERSON PKWY,,,,,,Arrest,0.030377569,1.56347032,0.008723404,0.299543379,Yes,Yes,Yes,Yes
29,158,38.129698,-78.437942,6/8/2012,12:00:00 AM,Sun,0 SEMINOLE TR @ TIMBERWOOD BLVD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
53,217,37.953328,-78.380601,3/15/2014,12:00:00 AM,Sun,0 THOMAS JEFFERSON PKWY @ GARLAND LN,,,,,,Arrest,0.008475812,0.4456621,0.001910112,0.124200913,No,Yes,Yes,Yes
631,652,38.008668,-78.491306,3/25/2016,12:00:00 AM,Wed,0 5TH ST EXT @ I64,,,,,,Arrest,0.022779613,1.234703196,0.76,0.277625571,Yes,Yes,Yes,Yes
29,158,38.087917,-78.470486,3/28/2010,12:00:00 AM,Sat,0 SEMINOLE TR @ WOODBROOK DR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
29,158,38.113222,-78.452898,3/30/2010,12:27:00 AM,Mon,0 SEMINOLE TR @ ASHWOOD BLVD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
29,158,38.085278,-78.471718,4/23/2010,12:00:00 AM,Mon,0 SEMINOLE TR @ GARDENS BLVD,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
1520,2225,38.121215,-78.447297,7/30/2010,12:00:00 AM,Mon,0 SEMINOLE TR & S HOLLYMEAD DR,,,,,,Arrest,0.000676213,0.007305936,0.000625,0.007305936,No,No,No,No
29,158,38.079633,-78.475713,8/28/2010,12:00:00 AM,Sat,0 SEMINOLE TRAIL @ FASHION SQUARE DR,,,,,,Arrest,0.012304447,2.527853881,0.0085,0.745205479,Yes,No,Yes,Yes
